Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Casualty_class,Sex_of_casualty,Cause_of_accident
20:50:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Female,Driving carelessly
21:32:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Female,No distancing
21:32:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,,Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Other
19:55:00,Monday,18-30,Male,,Employee,,Long lorry,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the right
19:55:00,Monday,18-30,Male,,Employee,2-5yr,Public (12 seats),Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the right
16:10:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Public (12 seats),Owner,,,,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Parked,Driver or rider,Male,No distancing
16:10:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Governmental,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,na,na,No distancing
15:25:00,Monday,31-50,Unknown,Junior high school,Employee,Above 10yr,Other,Owner,Below 1yr,, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Overturning
23:36:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Other,,,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,Going straight,na,na,Driving at high speed
23:36:00,Thursday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,No priority to vehicle
23:36:00,Thursday,Under 18,Male,Elementary school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,Going straight,na,na,No priority to pedestrian
23:36:00,Thursday,Under 18,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,Going straight,na,na,No priority to vehicle
20:00:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Public (12 seats),Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,Turnover,na,na,Other
20:00:00,Monday,31-50,Unknown,Elementary school,Employee,5-10yr,Other,Governmental,,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,Other
20:00:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,,No defect,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,Going straight,na,na,Moving Backward
17:54:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,2-5yrs,,Other,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,Unknown,na,na,No distancing
17:54:00,Friday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Driver or rider,Female,Moving Backward
18:04:00,Monday,31-50,Unknown,,Unknown,5-10yr,Other,Owner,Above 10yr,, Industrial areas,,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Passenger,Female,No priority to vehicle
17:00:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Moving Backward,Driver or rider,Male,Driving carelessly
01:15:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Turnover,na,na,No distancing
01:15:00,Saturday,18-30,Unknown,Elementary school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Other
01:15:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the right
01:15:00,Saturday,18-30,Male,Elementary school,Owner,5-10yr,Public (13?45 seats),Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,na,na,No distancing
18:30:00,Wednesday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Governmental,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,Going straight,Driver or rider,Male,Driving carelessly
18:30:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Pick up upto 10Q,Governmental,,,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,na,na,No distancing
15:52:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,,,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Female,No priority to vehicle
15:52:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,na,na,Changing lane to the right
15:52:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Reversing,Driver or rider,Male,No priority to pedestrian
12:33:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Organization,Unknown,,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,Going straight,Passenger,Female,No priority to vehicle
08:59:00,Monday,Under 18,Unknown,Elementary school,Employee,5-10yr,Pick up upto 10Q,Governmental,2-5yrs,,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Female,Changing lane to the left
08:59:00,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Turnover
17:25:00,Saturday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,Above 10yr,,Other,other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,Turnover,Pedestrian,Male,Driving to the left
00:53:00,Sunday,18-30,Male,Elementary school,Employee,,Ridden horse,,,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Reversing,na,na,Driving carelessly
00:53:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Driving to the left
00:53:00,Sunday,18-30,Male,,Employee,5-10yr,Automobile,Owner,2-5yrs,,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,Going straight,Passenger,Male,Driving carelessly
15:20:00,Wednesday,31-50,Male,Elementary school,Owner,1-2yr,Stationwagen,Owner,2-5yrs,, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Turnover,na,na,No priority to pedestrian
18:23:00,Saturday,Under 18,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Moving Backward,Driver or rider,Male,Driving carelessly
18:23:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,,,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,Going straight,Driver or rider,Male,Changing lane to the right
05:24:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,1-2yr,,School areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Moving Backward
12:15:00,Saturday,18-30,Unknown,Junior high school,Employee,5-10yr,Long lorry,Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,Driving carelessly
22:15:00,Friday,31-50,Male,Junior high school,Owner,Below 1yr,Stationwagen,Owner,Below 1yr,,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,Reversing,na,na,Changing lane to the right
06:35:00,Friday,31-50,Male,High school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Driver or rider,Female,Driving carelessly
06:35:00,Friday,31-50,Male,Junior high school,Employee,,Automobile,Owner,,,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Passenger,Male,Driving carelessly
17:34:00,Thursday,Under 18,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,Going straight,Pedestrian,Male,Driving carelessly
17:34:00,Thursday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,Parked,na,na,Changing lane to the right
04:00:00,Friday,18-30,Unknown,Junior high school,Employee,2-5yr,Automobile,Owner,,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,Going straight,na,na,Changing lane to the right
04:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,Going straight,Driver or rider,Male,Driving carelessly
04:00:00,Friday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,Unknown,Driver or rider,Male,Overtaking
04:00:00,Friday,18-30,Unknown,,Owner,5-10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,Going straight,Driver or rider,Female,Changing lane to the right
15:50:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,No distancing
08:50:00,Friday,Under 18,Male,Junior high school,Owner,5-10yr,Automobile,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,Stopping,Driver or rider,Male,Other
00:25:00,Sunday,18-30,Male,Illiterate,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the right
00:25:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,5-10yrs,7,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Overtaking,Driver or rider,Male,Changing lane to the right
00:25:00,Sunday,31-50,Male,Junior high school,Employee,Below 1yr,Bajaj,Owner,Unknown,7,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,Going straight,Driver or rider,Male,Overtaking
00:10:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with roadside objects,2,Reversing,na,na,Other
00:10:00,Sunday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Governmental,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Driving to the left
